EFRWT	CDT
MSTBR	VB
F	COM
HIITI	AUX
TMIM	JJ
yyDOT	yyDOT

MAMR	NN
H	H
MERKT	NN
F	REL
HTPRSM	VB
TXT	IN
H	H
KWTRT	NN
yyQUOT	yyQUOT
IXDL	NNP
NA	NNP
MILWA	NNP
LHTLBJ	NNP
yyQUOT	yyQUOT
yyLRB	yyLRB
yyQUOT	yyQUOT
H	H
ARC	NN
yyQUOT	yyQUOT
yyCM	yyCM
111	CD
yyRRB	yyRRB
yyCM	yyCM
TWBE	VB
LMCWT	VB
AT	AT
H	H
DIN	NN
EM	IN
H	H
MPKUL	NN
W	CC
QCINI	NNT
H	H
MFJRH	NN
H	H
BKIRIM	JJ
BGLL	IN
MXDLIHM	NNP
B	IN
AIRWEI	NNT
HR	NNT
H	H
BIT	NN
yyDOT	yyDOT

ZHW	PRP
KIFLWNW	NN
H	H
IXID	JJ
ED	NN
KH	MOD
FL	POS
H	H
MPKUL	NN
yyCM	yyCM
F	REL
NGRM	VB
RQ	MOD
BGLL	IN
H	H
EWBDH	NN
F	REL
HWA	PRP
SMK	VB
IWTR	RBR
MDI	RB
EL	IN
QCINIW	NNP
H	H
BKIRIM	JJ
yyDOT	yyDOT

AM	IN
KL	DT
NWFA	NNT
MFRH	NN
IPWJR	NNP
MID	MOD
EM	IN
H	H
FGIAH	NNP
H	H
RAFWNH	JJ
yyCM	yyCM
TSBWL	NNP
H	H
MDINH	NN
M	IN
SBB	NNT
BLTI	yyQUOT
PWSQ	NNP
FL	POS
BELI	NNT
TPQIDIM	NN
BKIRIM	JJ
yyCM	yyCM
XSRI	JJT
NISIWN	NN
W	CC
XSRI	JJT
BIJXWN	NN
yyDOT	yyDOT

MTQBL	VB
H	H
RWFM	NN
F	COM
H	H
IXIDIM	NN
B	IN
H	H
MDINH	NN
H	H
ZW	JJ
F	REL
AINM	RB
CRIKIM	VB
LXFWF	VB
M	IN
TWCAWT	NNT
MEFIHM	NNP
HM	AGR
H	H
PWLIJIQAIM	NN
yyDOT	yyDOT

ALH	PRP
LA	RB
NWPLIM	VB
K	IN
TWCAH	NN
M	IN
FGIAWT	NN
AW	CC
M	IN
MXDLIM	NN
yyCM	yyCM
AW	CC
APILW	MOD
M	IN
HTNHGWT	NNT
PSWLH	NNP
yyCM	yyCM
ALA	CC
RQ	MOD
BFL	IN
MFXQI	NNT
KWX	NN
PWLIJIIM	JJ
yyDOT	yyDOT

HMLCH	NN
L	IN
PIJWRI	NNT
FR	NN
AW	CC
NWFA	NNT
MFRH	NN
PWLIJIT	JJ
yyCM	yyCM
MCD	IN
BIT	NNT
H	H
MFPJ	NN
H	H
ELIWN	JJ
AW	CC
MCD	IN
WEDT	NNT
XQIRH	NN
NWPLT	VB
TMID	RB
EL	IN
AWZNIIM	NNT
ERLWT	NNP
yySCLN	yySCLN
ABL	CC
KF	IN
APFR	VB
LHJIL	VB
AT	AT
H	H
AFMH	NN
EL	IN
QCIN	NN
CBA	NN
AW	CC
MFJRH	NN
yyCM	yyCM
MWJL	VB
GWRLM	NNP
FL	IN
ALH	PRP
EL	IN
KP	NN
H	H
MAZNIIM	NN
yyDOT	yyDOT

ANI	PRP
TMH	VB
EL	IN
yyQUOT	yyQUOT
H	H
ARC	NN
yyQUOT	yyQUOT
F	REL
HZDRZ	VB
LFXQ	VB
L	IN
IDIHM	NN
FL	POS
H	H
PWLIJIQAIM	NN
yyCM	yyCM
H	REL
MEWNIINIM	VB
LHIPJR	VB
M	IN
H	H
MPKUL	NN
H	H
NWKXI	JJ
yyDOT	yyDOT

B	IN
EITWNIM	NN
RBIM	JJ
PWRSM	VB
MKTBH	NN
FL	POS
MLI	NNP
PILIPSBWRN	NNP
yyCM	yyCM
IWUR	NNT
ARGWN	NNT
NPGEI	NNP
H	H
MFKNTAWT	NN
W	CC
XSRI	NNT
H	H
DIWR	NN
yyCM	yyCM
TXT	IN
H	H
KWTRT	NN
yyQUOT	yyQUOT
AL	IN
TIGEW	NNP
B	IN
H	H
MFKNTA	NNP
yyQUOT	yyQUOT
yyDOT	yyDOT

B	IN
RCWNI	NN
LHDGIF	VB
MFPJ	NN
AXD	CD
B	IN
DBRIH	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
ANW	PRP
yyCM	yyCM
NPGEI	NNP
H	H
MFKNTAWT	NN
yyCM	yyCM
NQLENW	NNP
L	IN
MCBNW	NNP
H	H
QFH	JJ
LA	MOD
BGLL	IN
RIBIT	NN
NMWKH	JJ
yyCM	yyCM
ALA	CC
BGLL	IN
H	H
AINPLCIH	NN
W	CC
H	H
HCMDH	NN
yyQUOT	yyQUOT
yyDOT	yyDOT

MLIM	NN
K	IN
DWRBNWT	NNP
yyCM	yyCM
H	REL
TWAMWT	NNP
BMDWIQ	NNP
AT	AT
MH	QW
F	REL
H	NNP
XTWM	VB
MJH	NN
JEN	VB
BMFK	IN
FNIM	NN
RBWT	JJ
yyDOT	yyDOT

ZW	PRP
LA	RB
H	H
RIBIT	NN
F	NNP
SIBKH	NNP
AT	AT
MQBLI	NNT
H	H
MFKNTAWT	NN
AW	CC
LQWXWT	NNT
H	H
BNQIM	NN
H	H
AXRIM	JJ
yyDOT	yyDOT

ITR	MOD
yyDASH	yyDASH
EL	IN
yyDASH	yyDASH
KN	PRP
yyCM	yyCM
H	H
RIBIT	NN
B	IN
IFRAL	NNP
BMIWXD	MOD
EL	IN
MFKNTAWT	NN
HIA	AGR
M	NNP
H	H
NMWKWT	JJ
BIWTR	MOD
B	IN
H	H
EWLM	NN
yyCM	yyCM
AM	IN
LA	RB
H	H
NMWKH	JJ
F	REL
B	IN
HN	PRP
yyDOT	yyDOT

W	CC
BAFR	IN
L	IN
H	H
HCMDH	NN
W	CC
L	IN
H	H
AINPLCIH	NN
H	H
KTWBT	NN
AINH	RB
H	H
BNQIM	NN
yyDOT	yyDOT

B	IN
H	H
16	CD
B	IN
AWQJWBR	NNP
HGIE	VB
AL	IN
H	H
EIR	NN
DH	NNP
MWIN	NNP
yyCM	yyCM
B	IN
H	H
MERB	NN
H	H
TIKWN	JJ
FL	POS
ARCWT	NNT
H	H
BRIT	NN
yyCM	yyCM
H	H
NFIA	NN
GWRG	NNP
BWF	NNP
yyDOT	yyDOT

KAN	RB
HWA	PRP
GM	RB
NTQL	VB
B	IN
H	H
HPGNH	NN
H	H
RAFWNH	JJ
NGD	IN
MLXMH	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
LA	RB
NFPWK	NNP
DM	NN
LMEN	IN
NPJ	NN
yyQUOT	yyQUOT
yyCM	yyCM
QRAW	VB
LEBR	IN
HWA	PRP
KMH	DT
CEIRIM	NN
B	IN
ASIPT	NNT
BXIRWT	NN
LJWBT	IN
MWEMD	NN
RPWBLIQAI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
LA	RB
NPJ	NN
yyQUOT	yyQUOT
yyCM	yyCM
KES	VB
H	H
NFIA	NN
yyCM	yyCM
yyQUOT	yyQUOT
MDWBR	VB
PH	RB
B	IN
TWQPNWT	NN
GLWIH	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

AIWBH	NNP
HIA	AGR
MQWM	NN
LA	MOD
yyDASH	yyDASH
FGRTI	JJ
yyDOT	yyDOT

AWMRIM	VB
ELI	IN
HIA	PRP
yyCM	yyCM
F	REL
IF	VB
B	IN
HIA	PRP
IWTR	RBR
ARGWNIM	yyELPS
PCIPISJIIM	NNP
L	IN
QILWMJR	NN
MRWBE	NNP
MAFR	IN
B	IN
KL	DT
MDINH	NN
AXRT	JJ
FL	POS
ARHUB	NNP
yyDOT	yyDOT

PCIPIZM	NNP
AINW	RB
MWGBL	JJ
B	IN
AIWBH	NNP
L	IN
SJWDNJIM	NN
RDIQLIIM	JJ
yyCM	yyCM
APFR	VB
LMCWA	VB
AWT	AT
HWA	PRP
GM	MOD
BIN	IN
XQLAIM	NN
W	CC
PWELI	NNT
XRWFT	NN
yyDOT	yyDOT

AIWBH	NNP
HIA	AGR
M	IN
ASMI	NNP
H	NNP
DGNIM	NNP
FL	POS
ARHUB	NNP
yyCM	yyCM
W	CC
L	IN
PRNSTH	NNP
HIA	AGR
MIICAT	NNP
AWT	AT
HM	PRP
L	IN
MDINWT	NN
K	IN
BRIT	NNT
H	H
MWECWT	NN
yyDOT	yyDOT

B	IN
0891	CD
NQLEH	VB
AIWBH	NNP
yyCM	yyCM
IXD	MOD
EM	IN
MDINWT	NNT
XQLAIWT	NNP
AXRWT	JJ
B	IN
H	H
MERB	NN
H	H
TIKWN	JJ
yyCM	yyCM
L	IN
SXRWR	NNP
QFH	VB
yyCLN	yyCLN
H	H
NFIA	NN
GIMI	NNP
QRJR	NNP
HXLIJ	VB
LHJIL	VB
XRM	NN
DGNIM	NNP
EL	IN
H	H
SWBIIJIM	NN
yyCM	yyCM
BGLL	IN
PLIFTM	NNP
L	IN
APGNISJN	NNP
yyDOT	yyDOT

AIWBH	NNP
FILMH	NNP
AT	AT
H	H
MXIR	NN
ED	IN
AMCE	NNT
FNWT	NNT
H	H
80	CD
yyDOT	yyDOT

KLKLTH	NNP
HITH	AUX
FQWEH	VB
B	IN
MITWN	NN
QFH	JJ
yyCM	yyCM
B	IN
FEH	NN
F	COM
RWB	DT
H	H
MDINWT	NN
H	H
AXRWT	JJ
B	IN
ARHUB	NNP
NHNW	VB
M	IN
FGFWG	NNP
XSR	JJT
TQDIM	NN
yyDOT	yyDOT

LA	RB
RQ	MOD
MNIEIM	NNP
ALJRWAISJIIM	NNP
MEWRRIM	NNP
AIPWA	RB
B	IN
AIWBH	NNP
HTNGDWT	NN
L	IN
MLXMWT	NN
yyCM	yyCM
ALA	CC
GM	MOD
MNIEIM	NNP
TWELTNIIM	NNP
yyDOT	yyDOT

KAN	RB
AIN	RB
AWHBIM	VB
BIWTR	MOD
AT	AT
H	H
REIWN	NN
FL	POS
MLXMH	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

IWM	NNT
AXD	CD
B	IN
H	H
FBWE	NN
F	REL
EBR	VB
MRX	NNP
H	H
EITWN	NN
H	H
MQWMI	JJ
yyQUOT	yyQUOT
DH	NNP
MWIN	NNP
RGISJR	NNP
yyQUOT	yyQUOT
KWTRT	NN
ENQIT	NNP
LRWXB	NNP
MLWA	NNT
H	H
EMWD	NNT
H	H
RAFWN	NN
FL	POS
MWSPW	NNP
H	H
IWMI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
yyCM	yyCM
AMRH	VB
H	H
KWTRT	NN
B	IN
ANGLIT	NN
yyCM	yyCM
yyQUOT	yyQUOT
FLWM	NNP
EKFIW	RB
yyQUOT	yyQUOT
yyDOT	yyDOT

LCD	IN
H	H
AWTIWT	NN
H	H
ADWMWT	JJ
HCIB	VB
H	H
EITWN	NN
AT	AT
SML	NNT
TNWET	NNT
H	H
HTNGDWT	NN
L	IN
MLXMT	NNT
WIIJNAM	NNP
yyDOT	yyDOT

B	IN
IWM	NN
AXR	JJ
PIRSM	VB
H	H
EITWN	NN
B	IN
EMWD	NNT
MAMRI	NNP
H	H
MERKT	NN
FL	POS
HWA	PRP
QRIQJWRH	NNP
MQPIAT	NNP
DM	yyRRB
yyDOT	yyDOT

NRAH	VB
B	NNP
HIA	AGR
MLAK	NNP
H	H
MWWT	NN
XBWF	NNP
KAPIIH	NNP
yyCM	yyCM
W	CC
M	IN
PIW	NN
BWQEWT	VB
H	H
MLIM	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
QRA	VB
AT	AT
FPTII	NNP
yyCM	yyCM
GWRG	REL
LA	RB
THIH	VB
EWD	IN
WIIJNAM	NNP
yyQUOT	yyQUOT
yyDOT	yyDOT

yyQUOT	yyQUOT
GWRG	NNP
yyQUOT	yyQUOT
HWA	PRP
KMWBN	RB
GWRG	NNP
BWF	NNP
yyDOT	yyDOT

yyQUOT	yyQUOT
QRA	VB
AT	AT
FPTII	NNP
yyELPS	yyELPS
yyQUOT	yyELPS
HIA	AGR
PARAPRAZH	NNP
EL	IN
SISMT	NNT
H	H
BXIRWT	NN
H	H
KWZBT	NNP
FL	POS
H	H
NFIA	NN
M	IN
8891	NNP
yyCM	yyCM
yyQUOT	yyQUOT
QRAW	VB
AT	IN
FPTII	NNP
LA	RB
IHIW	VB
MSIM	NN
XDFIM	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

BMHLK	IN
NFP	NNT
HTRMH	NNP
L	IN
JWM	NNP
HARQIN	NNP
yyCM	yyCM
H	H
SNAJWR	NN
H	H
DMWQRJI	JJ
F	REL
HEMID	VB
AT	AT
ECMW	PRP
HFBWE	RB
L	IN
BXIRH	NN
XWZRT	VB
yyCM	yyCM
HSBIR	VB
L	IN
ANI	PRP
B	IN
ARIKWT	NNP
AXD	CDT
H	ZVL
NWKXIM	yyELPS
KICD	QW
IKWLH	VB
ARHUB	NNP
LIIFB	VB
AT	AT
SKSWK	NNT
H	H
MPRC	NN
H	H
PRSI	JJ
yyCM	yyCM
yyQUOT	yyQUOT
AM	IN
RQ	RB
TBIA	VB
AT	AT
H	H
ENIIN	NN
LPNI	IN
BIT	NNT
H	H
MFPJ	NN
H	H
BIN	MOD
yyDASH	yyDASH
LAWMI	JJ
yyQUOT	yyQUOT
B	IN
HAG	NNP
yyDOT	yyDOT

HTBWNNTI	NNP
B	IN
BN	NNT
FIXI	NNT
B	NNP
HPTEH	NN
NIKRT	JJ
yyDOT	yyDOT

JIEWNIM	NNP
K	IN
H	H
ALH	PRP
yyCM	yyCM
F	REL
PEM	RB
HIW	AUX
MQWBLIM	JJ
BIN	IN
LIBRLIM	NN
B	IN
ARHUB	NNP
yyCM	yyCM
LA	RB
FMETI	VB
KBR	RB
HRBH	DT
ZMN	NN
yyDOT	yyDOT

B	IN
MEMQI	NNT
H	H
MERB	NN
H	H
TIKWN	JJ
FL	POS
ARHUB	NNP
QL	RB
LHAMIN	VB
F	COM
H	H
EWLM	NN
NBRA	NNP
B	IN
CLM	NNP
AMRIQH	NNP
yyCM	yyCM
F	REL
HWA	PRP
MLA	JJ
ANFIM	NN
HGIWNIIM	NNP
W	CC
PRGMJIIM	NNP
yyCM	yyCM
W	CC
F	COM
H	H
AWTWRIJH	NNP
H	H
MWSRIT	JJ
FL	POS
MWSD	NN
F	NNP
AIF	NNP
yyCM	yyCM
KWLL	VB
ARHUB	NNP
yyCM	yyCM
MEWLM	RB
LA	RB
LQX	VB
B	IN
RCINWT	NNT
TEFH	yyDASH
RWFM	NN
MIIDI	JJ
EL	IN
SDAM	NNP
XWSIIN	NNP
yyDOT	yyDOT

H	H
MFBR	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
LA	RB
HIH	AUX
NWFA	VB
BXIRWT	NN
MRKZI	JJ
B	IN
AIWBH	NNP
yyDOT	yyDOT

JWM	NNP
HARQIN	NNP
H	H
LIBRLI	JJ
yyCM	yyCM
W	CC
IRIBW	NN
H	H
RPWBLIQAI	JJ
H	H
FMRN	NNP
JWM	NNP
JQI	NNP
yyCM	yyCM
AMNM	RB
LA	RB
IKLW	VB
LHSKIM	VB
EL	IN
FWM	DT
ENIIN	NN
yyCM	yyCM
ABL	CC
NJW	MOD
LHSKIM	VB
EL	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

FNIHM	PRP
TWMKIM	VB
B	IN
H	H
NFIA	NN
yyCM	yyCM
W	CC
FNIHM	PRP
MAMINIM	VB
B	IN
H	H
CWRK	NN
B	IN
ZHIRWT	NNP
yyDOT	yyDOT

B	IN
IMI	NNT
H	H
MLXMH	NN
H	REL
QRH	VB
HIH	AUX
JWQI	NNP
ANJI	NNP
yyDASH	yyDASH
QWMWNISJ	NNP
NLHB	NNP
yyCM	yyCM
W	CC
HARQIN	NNP
HIH	VB
IWNH	NNP
NLHBT	NNP
yyDOT	yyDOT

JWQI	NNP
TMK	VB
B	IN
KL	DT
SEIP	NNT
HWCAWT	NN
CBAIWT	JJ
APFRI	JJ
yyCM	yyCM
W	CC
XIIB	VB
AT	AT
H	H
MABQ	NN
L	IN
HPLT	NNT
MMFLT	NNT
NIQRGWAH	NNP
yySCLN	CC
HARQIN	NNP
RCH	yyDASH
QICWCIM	NNP
NIKRIM	JJ
B	IN
TQCIB	NNT
H	H
BIJXWN	NN
yyCM	yyCM
W	CC
EMD	VB
B	IN
RAF	NNT
H	H
MABQ	NN
B	IN
H	H
SNAJ	NN
NGD	IN
H	H
SIWE	NN
L	IN
H	H
QWNJRAS	NNP
yyDOT	yyDOT

B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
FNIHM	POS
NCIM	NNP
IWNIIM	NNP
yyCM	yyCM
AW	CC
IWNIM	NN
NCIWT	NNP
yyCM	yyCM
B	IN
MIDH	NN
KMEJ	MOD
FWWH	JJ
yyDOT	yyDOT

BHEDR	IN
QWMWNIZM	NN
IF	VB
PRGMJIZM	NNP
W	CC
AL	IN
PNI	NNT
H	H
FJX	NN
XWZRT	VB
GM	MOD
MIDH	NN
HGWNH	JJ
FL	POS
BDLNWT	NNP
AINSJINQJIWWIT	NNP
yyCM	yyCM
APIWN	NNP
HISJWRI	JJ
FL	IN
MDINWT	NNT
H	H
MERB	NN
H	H
TIKWN	JJ
H	H
AMRIQAI	JJ
yyDOT	yyDOT

BMHLK	IN
MERKT	NNT
H	H
BXIRWT	NN
HQRIN	VB
MJHW	NN
FL	POS
JWQI	NNP
TFDIR	NNP
JLWWIZIH	NN
yyCM	yyCM
F	REL
AXD	CD
M	IN
SEIPIW	NNP
HIH	AUX
HTNGDWT	NN
L	IN
SIWE	NNT
XWC	NN
yyDOT	yyDOT

B	IN
EINI	NNT
H	H
FDWLH	NNP
H	H
PRW	MOD
yyDASH	yyDASH
IFRALIT	JJ
B	IN
WWAFINGJWN	NNP
yyCM	yyCM
HTNGDWT	NN
L	IN
SIWE	NNT
XWC	NN
MEMIDH	VB
AT	AT
H	REL
MTNGD	VB
MXWC	IN
L	IN
H	H
MXNH	NN
GM	MOD
AM	IN
AINH	RB
MWSBT	NNP
SPCIPIT	AGR
EL	IN
IFRAL	NNP
yyDOT	yyDOT

PEILIM	NN
PRW	MOD
yyDASH	yyDASH
IFRALIIM	JJ
EWDDW	NNP
MAZ	IN
W	NNP
MEWLM	MOD
IHWDIM	NN
LTRWM	VB
KSPIM	NN
L	IN
MWEMDIM	NN
yyCM	yyCM
H	REL
NABQIM	VB
NGD	IN
MTNGDI	NNT
SIWE	NNT
H	H
XWC	NN
yyDOT	yyDOT

MMILA	RB
yyCM	yyCM
JWM	NNP
HARQIN	NNP
yyCM	yyCM
TWMK	VB
EQIB	NNP
B	IN
SIWE	NNT
H	H
XWC	NN
yyCM	yyCM
HIH	VB
AXD	CDT
H	H
MQBLIM	NN
H	H
GDWLIM	JJ
BIWTR	MOD
FL	POS
TRWMWT	NN
IHWDIWT	JJ
B	IN
FF	CDT
H	H
FNIM	NN
H	H
AXRWNWT	JJ
yyDOT	yyDOT

LPI	IN
MQWR	NN
IHWDI	JJ
B	IN
AIWBH	NNP
yyCM	yyCM
HARQIN	NNP
QIBL	VB
002	CD
ALP	CD
DWLR	NN
M	IN
WWEDI	NNP
PEWLH	NN
PWLIJIIM	JJ
PRW	MOD
yyDASH	yyDASH
IFRALIIM	JJ
B	IN
KL	DT
RXBI	NNT
ARHUB	NNP
yyDOT	yyDOT

JWQI	NNP
QIBL	VB
RQ	MOD
52	CD
ALP	CD
yyDOT	yyDOT

B	IN
48	NNP
TIAR	VB
MNKUL	NNT
AIIPAUQ	NNP
JWM	NNP
DAIIN	NNP
AT	AT
HARQIN	NNP
K	IN
AXD	CD
M	IN
FFH	CD
AW	CC
FBEH	CD
SNAJWRIM	NN
yyCM	yyCM
F	REL
NBXRW	VB
BZKWT	IN
yyQUOT	yyQUOT
KSP	NN
IHWDI	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

ZW	PRP
HITH	AUX
HTRBRBWT	NNP
LA	NNP
yyDASH	yyDASH
DISQRJIT	NNP
yyCM	yyCM
W	CC
AIN	VB
SPQ	NN
F	COM
IIMNE	NNP
MMN	NNP
HIA	PRP
HFNH	RB
yyDOT	yyDOT

AP	IN
yyDASH	yyDASH
EL	IN
yyDASH	yyDASH
PI	NNT
yyDASH	yyDASH
KN	PRP
yyCM	yyCM
FTDLNIM	NNP
PRW	NNP
yyDASH	yyDASH
IFRALIIM	JJ
B	IN
WWAFINGJWN	NNP
XKKW	NNP
HFBWE	RB
AT	IN
IDIHM	NN
B	IN
FBIEWT	NNT
RCWN	NN
L	IN
MFME	NN
H	H
IDIEH	NN
yyCM	yyCM
F	REL
HARQIN	NNP
GBR	VB
EL	IN
JWQI	NNP
B	IN
HPRF	NN
MFKNE	JJ
FL	POS
10	CD
O	NN
yyDOT	yyDOT

HWA	PRP
H	H
SNAJWR	NN
H	H
DMWQRJI	JJ
H	H
RAFWN	JJ
B	IN
TWLDWT	NNT
AIWBH	NNP
H	REL
NBXR	VB
L	IN
TQWPT	NNT
KHWNH	NN
FNIIH	JJ
yyDOT	yyDOT

HWA	PRP
GM	RB
IWDE	VB
yyCM	yyCM
F	COM
BLI	IN
TRWMWT	NN
MXWC	IN
L	IN
GBWLWT	NNT
MDINTW	NN
H	H
QJNH	JJ
yyCM	yyCM
ITQFH	VB
LASWP	VB
DI	DT
KSP	NN
L	IN
NIHWL	NNT
MERKT	NNT
H	H
BXIRWT	NN
H	H
JLWWIZIWNIT	JJ
H	H
IQRH	JJ
yyCM	yyCM
F	REL
BLEDI	IN
HIA	PRP
AIN	VB
PWLIJIQAIM	NN
AMRIQAIIM	JJ
MSWGLIM	VB
LNCX	VB
yyDOT	yyDOT

XZQH	JJ
EL	IN
HARQIN	NNP
yyCM	yyCM
F	REL
ICBIE	NNP
GM	RB
B	IN
H	H
ETID	NN
BED	IN
XWQ	NNT
SIWE	NNT
H	H
XWC	NN
yyDOT	yyDOT

MZKIRWT	NNT
AIGWD	NNT
H	H
PWELIM	NN
H	H
XQLAIIM	JJ
HCIEH	NNP
ATMWL	RB
F	REL
H	H
MMFLH	NN
TFLM	NNP
MENQ	NNP
XWDFI	JJ
FL	IN
500	CD
FUX	NN
yyCM	yyCM
NWSP	JJ
L	IN
H	H
FKR	NN
H	H
RGIL	JJ
yyCM	yyCM
L	IN
KL	DT
IFRALI	NN
F	REL
IEBWD	VB
B	IN
QJIP	NNP
H	NNP
HDRIM	NNP
BMFK	IN
FLWFH	CD
XWDFIM	NN
LPXWT	MOD
yyDOT	yyDOT

MZKIR	NNT
AIGWD	NNT
H	H
PWELIM	NN
H	H
XQLAIIM	JJ
yyCM	yyCM
XIIM	NN
ABIBI	JJ
yyCM	yyCM
MSR	VB
F	COM
H	H
HCEH	NN
HWELTH	VB
LNWKX	IN
H	H
MXSWR	NN
B	IN
EWBDI	NNT
QJIP	NNP
H	COM
MWRGF	NNP
KBR	RB
KET	RB
W	CC
IWXRP	NNP
B	IN
H	H
XWDF	NN
H	H
BA	JJ
yyCM	yyCM
KF	IN
H	H
QJIP	NNP
IHIH	VB
B	IN
EICWMW	NN
yyCM	yyCM
BEIQR	MOD
EQB	IN
HIEDRWT	NN
EWBDIM	VB
M	IN
H	H
FJXIM	NN
yyDOT	yyDOT

H	H
MESIQIM	NN
AINM	RB
MCPIM	VB
F	COM
ICLIXW	NNP
LMFWK	VB
MSPR	NN
NIKR	JJ
FL	POS
EWBDIM	NN
IFRALIIM	JJ
L	IN
H	H
QJIP	NNP
yyCM	yyCM
BGLL	IN
H	H
FKR	NN
H	H
NMWK	JJ
H	H
MFWLM	NNP
L	IN
EBWDH	NN
ZW	JJ
MEJ	MOD
MEL	IN
FKR	NNT
H	H
MINIMWM	NN
B	IN
H	H
MFQ	NN
yyDOT	yyDOT

B	IN
H	H
FBWE	NN
H	REL
BA	VB
IDWN	NNP
MNKUL	NNT
HTAXDWT	NNT
H	H
AIKRIM	NN
yyCM	yyCM
FLMH	NNP
RIIZMN	NNP
yyCM	yyCM
EM	IN
MNKUL	NNT
FIRWT	NNT
H	H
TESWQH	NN
yyCM	yyCM
DWD	NNP
MNE	VB
yyCM	yyCM
B	IN
DRIFT	NNT
H	H
HTAXDWT	NN
LFKNE	VB
EWLIM	NN
XDFIM	JJ
H	REL
LWMDIM	VB
B	IN
AWLPNIM	NN
LEBWD	VB
B	IN
H	H
QJIP	NNP
yyDOT	yyDOT

RIIZMN	NNP
MCIE	VB
F	COM
H	H
MMFLH	NN
TSBSD	NNP
MXCIT	NN
M	IN
ELWT	NNT
HESQTM	NNP
FL	POS
H	H
EWLIM	NN
B	IN
H	H
QJIP	NNP
yyDOT	yyDOT

MZKIRWT	NNT
AIGWD	NNT
H	H
PWELIM	NN
H	H
XQLAIIM	JJ
AIFRH	VB
ATMWL	RB
NQIJT	NNP
EICWMIM	NN
AM	IN
ED	IN
SWP	NNT
H	H
FBWE	NN
H	REL
BA	VB
LA	MOD
IWFG	NNP
HSKM	NNT
FKR	NN
L	IN
H	H
FNTIIM	NN
H	H
BAWT	JJ
yyCM	yyCM
B	IN
MSGRTW	NN
IWELH	VB
FKR	NNT
H	H
EWBDIM	NN
B	IN
20	CD
O	NN
yyDOT	yyDOT

HSKM	NNT
H	H
FKR	NN
PG	VB
B	IN
APRIL	NNP
yyDOT	yyDOT

IWUR	NNT
RFWT	NNT
FDWT	NNT
H	H
TEWPH	NN
yyCM	yyCM
ARIH	NNP
GRWSBWRD	NNP
yyCM	yyCM
NHRG	VB
B	IN
IWM	NN
FNI	JJ
B	IN
TAWNT	NNT
DRKIM	NN
B	IN
ARCWT	NNT
yyDASH	yyDASH
H	H
BRIT	NN
yyDOT	yyDOT

GRWSBWRD	NNP
NHG	VB
LBDW	RB
B	IN
H	H
MKWNIT	NN
yyCM	yyCM
B	IN
DRKW	NN
M	IN
H	H
EIR	NN
MINIAPWLIS	NNP
B	IN
AINDIANH	NNP
L	IN
NML	NNT
H	H
TEWPH	NN
FL	POS
HIA	PRP
yyDOT	yyDOT

MFAIT	NN
PGEH	VB
B	IN
MKWNITW	NN
yyCM	yyCM
W	CC
HWA	PRP
NHRG	VB
B	IN
H	H
MQWM	NN
yyDOT	yyDOT

ARIH	NNP
GRWSBWRD	NNP
AMWR	VB
HIH	AUX
LJWS	VB
M	IN
MINIAPWLIS	NNP
L	IN
FIQAGW	NNP
yyCM	yyCM
W	CC
MMN	IN
HIA	PRP
L	IN
NIW	NNP
yyDASH	yyDASH
IWRQ	NNP
yyDOT	yyDOT

FM	RB
HIH	AUX
AMWR	VB
LHIPGF	VB
EM	IN
AFTW	NN
yyCM	yyCM
F	REL
EFTH	VB
B	IN
BWSJWN	NNP
yyDOT	yyDOT

BNI	NNT
H	H
ZWG	NN
GRWSBWRD	NNP
TWKNNW	VB
LFWB	VB
HIWM	RB
AXRI	IN
yyDASH	yyDASH
H	H
CHRIIM	NN
L	IN
IFRAL	NNP
yyDOT	yyDOT

DBR	NNT
MWTW	NN
FL	POS
GRWSBWRD	NNP
NWDE	VB
RQ	MOD
ATMWL	RB
B	IN
H	H
CHRIIM	NN
L	IN
RFWT	NNT
FDWT	NNT
H	H
TEWPH	NN
yyDOT	yyDOT

H	H
GWRMIM	NN
yyCM	yyCM
F	REL
JIPLW	VB
B	IN
H	H
DBR	NN
B	IN
H	H
ARC	NN
yyCM	yyCM
LA	RB
QIFRW	NNP
AT	AT
FMW	NN
EM	IN
TPQIDW	NN
yyDOT	yyDOT

MFJRT	NNT
MINIAPWLIS	NNP
MCAH	NNP
B	IN
MKWNITW	NN
AT	AT
